2025-05-15 19:51:15.262 INFO  (qtp240630125-52) [ x:restaurants] o.a.s.u.p.LogUpdateProcessorFactory webapp=/solr path=/update params={commit=true}{add=[rest4 (1832217398267084800)], commit=} 0 464
2025-05-15 19:51:15.732 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.QuerySenderListener QuerySenderListener done.
2025-05-15 19:51:15.736 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.SolrCore Registered new searcher autowarm time: 0 ms
2025-05-15 19:51:15.737 INFO  (qtp240630125-29) [ x:restaurants] o.a.s.u.p.LogUpdateProcessorFactory webapp=/solr path=/update params={commit=true}{add=[rest5 (1832217398764109824)], commit=} 0 464
2025-05-15 19:51:16.129 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.QuerySenderListener QuerySenderListener done.
2025-05-15 19:51:16.137 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.SolrCore Registered new searcher autowarm time: 0 ms
2025-05-15 19:51:16.140 INFO  (qtp240630125-31) [ x:restaurants] o.a.s.u.p.LogUpdateProcessorFactory webapp=/solr path=/update params={commit=true}{add=[rest6 (1832217399262183424)], commit=} 0 392
2025-05-15 19:51:16.496 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.QuerySenderListener QuerySenderListener done.
2025-05-15 19:51:16.501 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.SolrCore Registered new searcher autowarm time: 0 ms
2025-05-15 19:51:16.502 INFO  (qtp240630125-32) [ x:restaurants] o.a.s.u.p.LogUpdateProcessorFactory webapp=/solr path=/update params={commit=true}{add=[rest7 (1832217399681613824)], commit=} 0 354
2025-05-15 19:51:16.881 INFO  (qtp240630125-53) [ x:restaurants] o.a.s.c.S.Request webapp=/solr path=/select params={q=*:*&fl=id,name,address,type,description,lat,lng,location,[explain],score&fq={!geofilt+sfield%3Dlocation+pt%3D40.7128,-74.006+d%3D5}&sort=geodist(location,40.7128,-74.006)+asc&wt=json} hits=7 status=0 QTime=91
2025-05-15 19:51:16.971 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.QuerySenderListener QuerySenderListener done.
2025-05-15 19:51:16.976 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.SolrCore Registered new searcher autowarm time: 0 ms
2025-05-15 19:51:16.978 INFO  (qtp240630125-50) [ x:restaurants] o.a.s.u.p.LogUpdateProcessorFactory webapp=/solr path=/update params={commit=true}{add=[rest8 (1832217400061198336)], commit=} 0 468
2025-05-15 19:51:17.539 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.QuerySenderListener QuerySenderListener done.
